simulation time (min);1440.0;the data correspond to values up to this time (users, changes and any events after that time are ignored)

#users total;#users finished in simulationtime;#abandoned;DS;HE;RE;Av. time to station (min)(only succesfull users);Av. time from orig to dest station (min)(only succesfull users);Av. time to final destination (min)(only succesfull users);Av. total time (min);Av. waitingtime in the total time (min);Av. timeloss (min);#failed rentals (only succesfull users);#failed returns (only succesfull users);# with 0 rental fails;# with 1 rental fails;# with 0 return fails;# with 1 return fails;# with 2 return fails;# with 3 return fails
12296;12274;104;0.9915268046276683;0.9924971456532377;0.9914460285132383;0.03718296357162421;14.80403314160504;0.01815666940564229;14.859372774582305;0.09586688578471651;0.02392906053136127;92;105;12078;92;12076;85;7;2

#stations;#stations with empty times;Av. empty times (min);Av. equilibrium desviation (over stations and simulationtime)
169;86;48.14299802761341;5.404148312513698

#total managing events;EventManagerAddBikesToStation #all;EventManagerAddBikesToStation #success;EventManagerAddBikesToStation #failed;EventManagerTakeBikesFromStation #all;EventManagerTakeBikesFromStation #success;EventManagerTakeBikesFromStation #failed
1696;847;842;5;849;843;6
